Unnamed: 0,state_names,district_names,crop_year,season_names,crop_names,area,temperature,wind_speed,pressure,humidity,soil_type,N,P,K,production,Yield
125233,Maharashtra,AHMEDNAGAR,1998,Rabi       ,Other Cereals & Millets,3000,21.23524866,2.02247821,1014.16884,20.64598381,clay,3.008,3.76,0,3700,1.233333333
125234,Maharashtra,AHMEDNAGAR,1998,Rabi       ,Rapeseed &Mustard,200,20.20608222,2.05378208,1015.888415,20.99366677,sandy,2.775,0,0,,
125235,Maharashtra,AHMEDNAGAR,1998,Rabi       ,Safflower,30000,21.84288192,2.080066311,1014.585454,20.56160256,silt,2.921,2.921,0,18500,0.616666667
125236,Maharashtra,AHMEDNAGAR,1998,Rabi       ,Sesamum,400,21.09668838,2.022470808,1014.2584,21.91810231,peaty,0,0,0,100,0.25
125237,Maharashtra,AHMEDNAGAR,1998,Rabi       ,Sunflower,9200,20.89787334,2.086103467,1014.721289,20.56085771,sandy,928.372,0,0,5100,0.554347826
125238,Maharashtra,AHMEDNAGAR,1998,Rabi       ,Wheat,124400,20.72679742,2.017225575,1014.788721,20.14743456,silty,6.93,17.71,0,154200,1.239549839
125239,Maharashtra,AHMEDNAGAR,1998,Summer     ,Groundnut,15000,20.21914896,1.998387061,1013.513199,21.29564234,silt,52.08,0,0,25700,1.713333333
125240,Maharashtra,AHMEDNAGAR,1998,Summer     ,Maize,1500,20.71124281,2.058628714,1014.223335,21.08464389,silt,8.6,8.6,0,2300,1.533333333
125241,Maharashtra,AHMEDNAGAR,1998,Summer     ,Sunflower,300,20.40378937,2.036187598,1013.814668,20.73793878,loamy,2.16,2.16,2.16,200,0.666666667
125242,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Arhar/Tur,19000,20.27347307,2.079654682,1015.582986,20.70439081,peaty,38.25,38.25,38.25,9900,0.521052632
125243,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Bajra,310600,20.28936322,2.018554409,1014.94463,21.63442686,chalky,0,20.08,0,178300,0.574050225
125244,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Castor seed,700,20.67563109,2.035619846,1015.540944,20.75371863,peaty,3.13,8.138,8.138,200,0.285714286
125245,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Cotton(lint),15000,20.53082683,2.106104398,1014.798252,20.13136593,peaty,38.688,103.168,51.584,22600,1.506666667
125246,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Groundnut,7300,22.06184395,2.019977909,1013.382658,21.87117389,clay,7.588,7.588,0,5400,0.739726027
125247,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Jowar,800,20.54366645,2.003502177,1015.70684,20.26536201,silt,1.596,3.99,1.596,700,0.875
125248,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Maize,6400,20.05168675,2.060074325,1014.294292,20.41276197,silt,0,0,0,9500,1.484375
125249,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Moong(Green Gram),16800,20.88175122,2.033651023,1015.652051,21.99315872,peaty,2.8,3.5,0,3700,0.220238095
125250,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Niger seed,2000,20.30892912,2.07401322,1014.245835,20.66832838,clay,2.525,0,0,500,0.25
125251,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Other Kharif pulses,17400,21.30915575,1.986104542,1014.034424,20.56206793,silt,3.91,3.91,0,5100,0.293103448
125252,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Ragi,2600,21.95717565,2.108496377,1013.401493,21.85398177,chalky,0,0,0,2500,0.961538462
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5700,20.77067565,2.006089054,1013.24045,20.70566119,peaty,920.828,0,0,8000,1.403508772
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5700,20.77067565,2.006089054,1013.24045,20.70566119,peaty,920.828,0,0,8000,1.403508772
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5769.165187,20.6348163,1.987045867,985.4001624,20.82333413,peaty,943.1781323,0,0,8056.822801,1.403146104
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5652.388311,21.08782458,1.966216919,1031.752034,20.69704883,peaty,914.0498959,0,0,8009.739294,1.394572812
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5698.216052,20.64430995,1.992325782,968.342322,20.83171735,peaty,938.473449,0,0,8025.059244,1.406736496
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5706.313885,20.68188574,2.019536827,1008.991447,20.92570362,peaty,919.1232385,0,0,7948.454402,1.424014829
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5814.320348,20.5995945,1.986662853,985.176877,20.69383338,peaty,946.6615635,0,0,7943.084815,1.408264354
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5607.758347,21.44275498,1.98679629,1040.648021,20.52207684,peaty,911.0629682,0,0,8107.720679,1.389585233
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5750.617037,20.83794408,1.97854817,974.7869234,20.92584879,peaty,935.5092009,0,0,7930.347655,1.406369756
125254,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Sesamum,900,20.3355803,2.008682032,1015.823286,20.31056205,silt,7.992,20.424,0,200,0.222222222
125255,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Small millets,600,20.30770019,2.007587484,1013.837779,20.7484817,clay,40.908,0,0,500,0.833333333
125256,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Soyabean,7500,21.54382537,2.070131443,1013.261926,21.69573395,clay,7.66,7.66,0,10400,1.386666667
125257,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Sunflower,11200,20.7668359,2.082006425,1014.608384,21.56136399,loamy,0.975,0.975,0.975,3900,0.348214286
125258,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Urad,3200,21.721587,1.986450821,1014.187989,21.37227855,sandy,38.25,38.25,38.25,800,0.25
125259,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Gram,55300,21.31608981,2.054998096,1014.821285,21.36296658,sandy,0,15.712,0,34600,0.625678119
125260,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Jowar,498300,20.74622252,2.041019723,1015.235563,21.48755689,loamy,3.61,9.386,9.386,190900,0.383102549
125261,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Linseed,1100,21.07257182,1.97081215,1015.603036,21.05331934,clay,37.704,100.544,50.272,300,0.272727273
125262,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Maize,8800,21.29511471,2.078616231,1013.930248,21.08345255,chalky,4.62,4.62,0,13900,1.579545455
125263,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Other  Rabi pulses,1600,21.29975463,2.078814547,1014.1938,20.44176569,peaty,2.422,6.055,2.422,700,0.4375
125264,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Rapeseed &Mustard,100,20.18673188,2.030329236,1014.474803,20.28093197,chalky,0,0,0,0,0
125265,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Safflower,32200,21.98240014,2.075230363,1014.573209,20.68368149,peaty,2.288,2.86,0,16500,0.51242236
125266,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Sesamum,400,21.96071038,2.001164647,1015.382756,21.67498126,sandy,2.1,0,0,100,0.25
125267,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Small millets,800,20.9916741,2.012232233,1014.631493,21.74362572,chalky,1.771,1.771,0,200,0.25
125268,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Sunflower,8800,20.18150277,2.033316772,1015.348919,20.16498712,peaty,0,0,0,5000,0.568181818
125269,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Wheat,127000,20.02406377,2.034794372,1015.557658,21.16458829,loamy,890.974,0,0,178800,1.407874016
125270,Maharashtra,AHMEDNAGAR,1999,Summer     ,Groundnut,14100,21.29535872,2.050415236,1014.349554,20.54575239,clay,6.858,17.526,0,27800,1.971631206
125271,Maharashtra,AHMEDNAGAR,1999,Summer     ,Maize,1700,21.66241894,2.099290199,1015.322683,20.20194325,silty,27.195,0,0,2800,1.647058824
125272,Maharashtra,AHMEDNAGAR,1999,Summer     ,Sunflower,300,21.27685391,2.039966902,1015.259091,21.72566159,silty,7.46,7.46,0,200,0.666666667
125273,Maharashtra,AHMEDNAGAR,1999,Whole Year ,Sugarcane,66600,20.19085747,2.0232565,1015.278977,21.99916846,sandy,0.045,0.045,0.045,5962900,89.53303303
125274,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Arhar/Tur,19100,21.3984492,2.031969258,1015.872489,21.26499645,peaty,38.25,38.25,38.25,9400,0.492146597
125275,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Bajra,326100,20.42576014,1.990083649,1015.083402,21.77079908,loamy,0,10.368,0,187300,0.574363692
125276,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Castor seed,500,21.51636252,2.001732613,1015.397616,20.58315062,sandy,5.3,13.78,13.78,200,0.4
125277,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Cotton(lint),15700,20.73651958,2.001321906,1013.193224,20.35264903,sandy,36.84,98.24,49.12,25600,1.630573248
125278,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Groundnut,6800,21.30753047,2.017500479,1014.251761,20.7699673,clay,3.276,3.276,0,6100,0.897058824
125279,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Jowar,800,22.07374627,2.086127024,1015.286042,21.51576643,loamy,1.288,3.22,1.288,700,0.875
125280,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Maize,7000,21.2465044,1.993641478,1014.35337,20.51850669,clay,0,0,0,4400,0.628571429
125281,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Moong(Green Gram),19400,21.17448929,2.0813929,1013.195565,21.79045346,clay,0,0,0,8400,0.432989691
125282,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Niger seed,2300,21.3205274,2.016885085,1013.794531,20.89094936,chalky,1.325,0,0,600,0.260869565
125283,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Other Kharif pulses,19100,20.99610705,1.993399629,1014.909067,20.68967835,chalky,5.98,5.98,0,6400,0.335078534
125284,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Ragi,4800,20.92731389,2.016495182,1013.020002,20.62986337,sandy,0,0,0,4300,0.895833333
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5500,21.62367473,2.002124182,1015.864179,20.66498344,loamy,740.002,0,0,3800,0.690909091
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5500,21.62367473,2.002124182,1015.864179,20.66498344,loamy,740.002,0,0,3800,0.690909091
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5577.550208,21.78796489,2.051761406,1032.25537,20.88888409,loamy,735.5436347,0,0,3756.290152,0.685099209
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5453.835405,21.58159719,1.98174105,1017.833227,20.79906484,loamy,746.4208102,0,0,3809.884623,0.693135862
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5594.736128,22.03872147,2.049801743,1035.551338,20.67610822,loamy,743.311474,0,0,3737.23496,0.681425995
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5488.820533,21.5844351,1.988960798,1023.729232,20.5117149,loamy,740.9386992,0,0,3821.707177,0.684530276
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5579.677605,21.70914303,2.097670812,1026.338343,20.77796796,loamy,735.4728275,0,0,3750.466528,0.666675772
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5446.344831,21.68086929,1.992885505,1025.053286,20.85557617,loamy,734.0402848,0,0,3824.13374,0.705258987
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5556.058604,22.18406069,2.074060129,1033.707,20.61102951,loamy,732.7946433,0,0,3745.65939,0.682404318
125286,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Sesamum,1100,21.20308195,2.058579062,1015.746362,21.82393102,clay,32.508,83.076,0,200,0.181818182
125287,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Small millets,2700,21.28924292,2.055945819,1015.132147,20.94913945,clay,7.371,0,0,1500,0.555555556
125288,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Soyabean,7200,21.75387849,2.101003561,1013.258102,21.96340379,sandy,16.82,16.82,0,6200,0.861111111
125289,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Sunflower,10500,21.91923201,2.025576867,1015.642557,21.11706603,silt,5.7,5.7,5.7,5300,0.504761905
125290,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Urad,3400,21.5949819,2.09034176,1015.602757,20.73371717,peaty,0,0,0,1800,0.529411765
125291,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Gram,61000,21.39604354,2.066324161,1015.871153,21.64397375,silt,0,36,0,30300,0.496721311
125292,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Jowar,518700,20.5339827,2.014037946,1013.960368,21.54770641,sandy,6.68,17.368,17.368,160800,0.310005784
125293,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Linseed,1200,20.80515957,2.020801799,1013.725158,21.36241988,peaty,7.656,20.416,10.208,300,0.25
125294,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Maize,14000,21.95894708,2.098853613,1015.926372,20.65115195,loamy,1.148,1.148,0,16200,1.157142857
125295,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Other  Rabi pulses,600,21.03125198,2.05496495,1014.849163,21.40530805,silty,0,0,0,200,0.333333333
125296,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Rapeseed &Mustard,200,21.716127,2.041959719,1015.217048,20.81533412,sandy,0,0,0,100,0.5
125297,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Safflower,30400,21.30676354,2.065028462,1015.572138,21.43255325,loamy,0.224,0.28,0,14500,0.476973684
125298,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Sesamum,400,21.99226461,2.038889582,1014.11523,21.7962453,chalky,0.5,0,0,100,0.25
125299,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Sunflower,7800,20.91744586,2.070508543,1014.077147,21.97935589,peaty,0,0,0,4000,0.512820513
125300,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Wheat,94700,20.24755997,1.985219584,1013.63178,20.43647965,chalky,598.552,0,0,135800,1.434002112
125301,Maharashtra,AHMEDNAGAR,2000,Summer     ,Groundnut,11000,21.61250386,2.033604897,1015.963023,21.19155111,sandy,7.182,18.354,0,18300,1.663636364
125302,Maharashtra,AHMEDNAGAR,2000,Summer     ,Sunflower,200,21.19832322,2.089418849,1013.655398,20.20153345,silt,35.742,0,0,100,0.5
125303,Maharashtra,AHMEDNAGAR,2000,Whole Year ,Sugarcane,67100,20.56939908,1.972828992,1015.96842,20.69906876,clay,8.74,8.74,0,5163900,76.95827124
125304,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Arhar/Tur,16700,21.36514265,2.048373552,1013.018343,21.75201742,clay,0.615,0.615,0.615,5400,0.323353293
125305,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Bajra,194400,21.88168065,2.01442794,1015.672874,21.32543375,silt,38.25,38.25,38.25,82000,0.4218107
125306,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Castor seed,200,21.98560472,1.97516944,1014.565932,20.22940846,sandy,0,3.104,0,100,0.5
125307,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Cotton(lint),13500,20.33098192,2.026386662,1014.815529,20.10743318,silt,4.53,11.778,11.778,16700,1.237037037
125308,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Groundnut,5700,21.37254401,2.104443434,1013.135638,20.63778055,silty,39.204,104.544,52.272,4500,0.789473684
125309,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Jowar,200,21.01690807,2.106346171,1015.998039,21.84865179,silty,4.284,4.284,0,100,0.5
125310,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Maize,6400,22.00736093,2.084324179,1014.546094,21.9858877,silt,0,0,0,9800,1.53125
125311,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Moong(Green Gram),21000,22.00376369,1.973377677,1015.195224,21.13204292,loamy,1.501,1.501,1.501,3600,0.171428571
125312,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Niger seed,2200,20.53212407,1.995890989,1015.685161,20.76907096,silty,1.728,2.16,0,400,0.181818182
125313,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Other Kharif pulses,8900,21.79329008,2.091564337,1015.857021,21.41238143,sandy,2.65,0,0,2200,0.247191011
125314,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Ragi,4600,21.2899758,2.065684762,1015.572317,21.56651791,chalky,3.496,3.496,0,7000,1.52173913
125315,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Rice,7300,20.04195163,1.986789398,1015.068103,20.93481804,silt,0,0,0,4100,0.561643836
125315,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Rice,7300,20.04195163,1.986789398,1015.068103,20.93481804,silt,0,0,0,4100,0.561643836
125315,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Rice,7288.400245,19.84603674,1.962401549,1027.177374,20.70200944,silt,0,0,0,4086.86312,0.55767421
125315,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Rice,7390.592494,20.16125716,1.98011954,1006.99347,20.88204797,silt,0,0,0,4139.966737,0.564918543
